Coach,Team,,Seasons_w_Franch,Seasons_Overall,,Regular_Season_Current_Games,Regular_Season_Current_Wins,Regular_Season_Current_Loss,Regular_Season_w_Franchise_Games,Regular_Season_w_Franchise_Wins,Regular_Season_w_Franchise_Loss,Regular_Season_Career_Games,Regular_Season_Career_Wins,Regular_Season_Career_Loss,Regular_Season_Career_W%,
Lloyd Pierce,ATL,,2,2,,67,20,47,149,49,100,149,49,100,.329
Brad Stevens,BOS,,7,7,,64,43,21,556,313,243,556,313,243,.563
Kenny Atkinson,BRK,,4,4,,62,28,34,308,118,190,308,118,190,.383
Jacque Vaughn,BRK,,1,4,,2,2,0,2,2,0,218,60,158,.275
Jim Boylen,CHI,,2,2,,65,22,43,123,39,84,123,39,84,.317
James Borrego,CHO,,2,3,,65,23,42,147,62,85,177,72,105,.407
John Beilein,CLE,,1,1,,54,14,40,54,14,40,54,14,40,.259
J.B. Bickerstaff,CLE,,1,4,,11,5,6,11,5,6,227,90,137,.396
Rick Carlisle,DAL,,12,18,,67,40,27,953,510,443,1445,791,654,.547
Mike Malone,DEN,,5,7,,65,43,22,393,216,177,499,255,244,.511
Dwane Casey,DET,,2,11,,66,20,46,148,61,87,828,434,394,.524
Steve Kerr,GSW,,6,6,,65,15,50,475,337,138,475,337,138,.709
Mike D'Antoni,HOU,,4,16,,64,40,24,310,213,97,1191,668,523,.561
Nate McMillan,IND,,4,16,,65,39,26,311,177,134,1241,655,586,.528
Doc Rivers,LAC,,7,21,,64,44,20,556,351,205,1616,938,678,.580
Frank Vogel,LAL,,1,9,,63,49,14,63,49,14,658,353,305,.536
Taylor Jenkins,MEM,,1,1,,65,32,33,65,32,33,65,32,33,.492
Erik Spoelstra,MIA,,12,12,,65,41,24,951,564,387,951,564,387,.593
Mike Budenholzer,MIL,,2,7,,65,53,12,147,113,34,557,326,231,.585
Ryan Saunders,MIN,,2,2,,64,19,45,106,36,70,106,36,70,.340
Alvin Gentry,NOP,,5,17,,64,28,36,392,173,219,1097,508,589,.463
David Fizdale,NYK,,2,4,,22,4,18,104,21,83,205,71,134,.346
Mike Miller,NYK,,1,1,,44,17,27,44,17,27,44,17,27,.386
Billy Donovan,OKC,,5,5,,64,40,24,392,239,153,392,239,153,.610
Steve Clifford,ORL,,2,7,,65,30,35,147,72,75,557,268,289,.481
Brett Brown,PHI,,7,7,,65,39,26,557,217,340,557,217,340,.390
Monty Williams,PHO,,1,6,,65,26,39,65,26,39,459,199,260,.434
Terry Stotts,POR,,8,12,,66,29,37,640,354,286,923,469,454,.508
Luke Walton,SAC,,1,4,,64,28,36,64,28,36,310,126,184,.406
Gregg Popovich,SAS,,24,24,,63,27,36,1883,1272,611,1883,1272,611,.676
Nick Nurse,TOR,,2,2,,64,46,18,146,104,42,146,104,42,.712
Quin Snyder,UTA,,6,6,,64,41,23,474,268,206,474,268,206,.565
Scott Brooks,WAS,,4,11,,64,24,40,310,148,162,855,486,369,.568
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
